blog_url,name,project_desc,project_title,repo_url,tech_stack
http://milena.mcwronka.com.hostingasp.pl/,Milena Wronka,"Rozpoczęcie przygody z technologiami HTML5, CSS3 - pierwsza w życiu strona www.",Pierwsze koty za płoty :)),https://github.com/MilenaWronka/DajSiePoznac,
http://immora.azurewebsites.net/,Kasia Pietraszko,Strona webowa dla groomera psów,Dog groomer,https://github.com/immora/dog-groomer.git,"Html, JavaScript, Css, ASP.NET MVC, Bootstrap"
http://blog.leszczynski.it,Piotr Leszczyński,"W ramach projektu powstanie nowy player dla jednej z rozgłośni radiowych, przy okazji ucząc się nowych technologii. W ramach projektu powstanie serwer odbierający (z systemu emisyjnego) i rozsyłający dane klientów. Sam moduł radia powstanie w oparciu o Re",Radio Player,https://github.com/leszczynski-it/gramy,"Node.js, React, React Native, Socket.io, Rx.js"
http://addictedtocreating.pl/,Konrad Rugała,Panel sterujący do symulatora lotów oparty to platformę Arduino,https://github.com/Konradox/SimulatorControlPanel,https://github.com/Konradox/SimulatorController,C/C++
http://www.namekdev.net/topics/dailies/the-console/,Kamil Dąbrowski,konsola codziennego użytku,The Console,https://github.com/Namek/TheConsole2,Java
https://barloblog.wordpress.com/,Dawid Krzuś,Aplikacja wspomagająca odchudzanie,BeMoreFit,https://github.com/Brlo1992/BeMoreFit,"ASP.NET 5, Angular 2"
http://itcraftsman.pl,Arkadiusz Kondas,"Biblioteka do machine learningu. Klasyfikacja, regresja oraz klastrowanie.",PHP-ML,https://github.com/php-ai/php-ml,PHP
http://www.przemyslawowsianik.net,Przemysław Owsianik,Aplikacja pomagająca zarządzać planami treningowymi. Funkcja prostego trenera personalnego.,Hard Training,https://github.com/powsianik/HardTraining,C# + WPF + Entity Framework
http://www.ibpabisiak.pl/,Bartłomiej Pabisiak,Prosta gra mobilna. Wcielamy się w postać która skacze po dachach budynków.,FreeRunner,https://github.com/ibpabisiak/FreeRunner.git,"C#, Xamarin, Unity"
http://macieklesiczka.github.io/,Maciej Lesiczka,Statystyczna analiza i wizualizacje publicznych danych konkursu Daj Się Poznać 2016,dsp-meta,https://github.com/MaciekLesiczka/dsp,"R, javascript"
http://0x00antdot.blogspot.com,Piotr Zieliński,"Program mający na celu analizę danych pobranych przez mikrofon, by następnie wykonywać zaprogramowane zadania",SnailTrumpeter,https://github.com/antDOT/SnailTrumpeter,C++/C;Windows
http://kkustra.blogspot.com/,Kacper Kustra,"Symulacja podziału studentów na specjalizacje. Student będzie sie rejestrował, nastepnie podawał osiagniecia w poszczegolnych semestrach oraz przedstawi swoje preferencje na jakie specjalnosci chcialby trafic. Aplikacja po analizie danych bedzie przedstaw",Symulacja podziału na specjalki,https://github.com/kuster91/daj_sie_poznac,C#
http://msnowak.pl,Mateusz Nowak,Projekt aplikacji do zdalnego sterowania komputerem z zainstalowanym systemem Windows za pomocą aplikacji mobilnej Android,Remote Controller,https://github.com/msnowak/RemoteController,"C# serwer, Xamarin - aplikacja Android"
http://dev.nitwoe.com,Szymon Licau,Roguelike-esque text-based farming simulation game,Praedium,https://github.com/Nitwoe/Praedium,C#
http://blog.bga.pl,Jakub Rutkowski,"Projekt IoT. Zbudowanie systemu monitorowania i alertowania statusu buildów Jenkinsa. Zakładam zbudowanie części serwerowej, wtyczki jenkins i rzeczywistego urządzenia - sygnalizatora problemów z buildem.",doberman,https://github.com/rutkowskij/doberman,"Java, C, Lua, elektronika"
http://blog.jhossa.net/,Jakub Hossa,Biblioteka do łatwiej i szybkiej implementacji algorytmów genetycznych.,easyGALib,https://github.com/qba8/easyGALib,"C#, .NET"
http://www.nowas.pl,Patryk Nowacki,ToTu będzie prostym Systemem Informacji Pasażerskiej - SIP. Będzie to aplikacja webowa skierowana głównie na urządzenia mobilne. W pierwszej wersji aplikacja będzie prezentować na mapie przybliżone położenie pojazdów komunikacji publicznej,ToTu,https://github.com/Nowas/ToTu,"Node.JS, JS. Infrastruktura bardziej mikroserwisowa, Google Maps JS API, Oczywiście to wszystko wstępne założenia, bo projekt dopiero powstanie."
http://blog.degustudios.com/,Bartłomiej Rogowski,"Silnik do gier typu rougelike. Zestaw najczęściej wykorzystywanych funkcjonalności przy tworzeniu tego typu gier np. pathfinding, shadowcasting, AI, generators.",RL Engine,https://github.com/brogowski/RL-Engine,Clojure
http://jakubfalenczyk.com/,Jakub Faleńczyk,Aplikacja pobierająca ogłoszenia mieszkaniowe z popularnych portali i udostępniająca jeden interfejs do ich przeszukiwania.,AdGatherer,https://github.com/jfalenczyk/AdGatherer,"Aurelia, Node.js"
https://citygame2016.wordpress.com/,Adam Jabłoński,,City game,https://github.com/DrGruby/city-game/,java (android
http://fogielpiotr.blogspot.com/,Piotr Fogiel,Projekt umożliwiający granie w między galaktyczne turnieje darta.,Dart Vader,https://github.com/fogielpiotr/Dart_Vader,ASP.NET MVC + Atmel AVR 8 bit
http://straightouttacode.net/,Daniel Hermyt,"WONS, czyli Word Operating Neural System, to API do analizy tekstu w języku polskim. Pierwszy etap zakłada stworzenie algorytmu do analizy wydźwięku.",WONS,https://github.com/dhermyt/WONS,"C#, Web API 2"
http://blog.creyn.pl/,Paweł Kowalik,Wykorzystanie Raspberry Pi do monitorowania lodówki i artykułów żywnościowych.,Smart Lodówka,https://github.com/creyn/Smart-Lodowka,"IoT, Raspberry Pi, Python, C#, Web"
http://ppkozlowski.pl/blog/,Piotr Kozłowski,Usługa Windowsa zajmująca się wymianą plików pomiędzy różnymi serwerami FTP + webowy interfejs administracyjny i monitorujący stan usługi.,File Exchanger,https://github.com/ppkozlowski/FileExchangerService,"C#, ASP.NET, HTML/CSS"
http://pablito-blog.pl/,Paweł Stolka,"Serwis webowy ma pokazywać trasę wędrówki na GMaps, aktualizowaną poprzez appkę mobilną, z opcjami takimi jak komentarze, zdjęcia itp. Wspaniałe źródło informacji dla rodziny i znajomych gdzie się gagatek podziewa na świecie :)",buenCamino,https://github.com/pawel-stolka/buenCamino,"HMTL, JavaScript, ASP.Net, MVC"
http://koderatornia.pl,Agata Kulbicka,"W ramach projektu powstanie gra internetowa - statki. Będzie to dla mnie pierwsze tak poważne spotkanie z JavaScript i Meteor.js, więc z pokorą przyjmę status baby developera i nie bez małych obaw podejmę to wyzwanie! Wierzę jednak, że jego realizacja poz",Naves,https://github.com/koderatornia/naves,"JavaScript, HTML, CSS, Meteor.js"
http://www.csharks.blogspot.com,Anna Hajduk,Nauka C# od podstaw i stworzenie końcowego projektu na bazie nabytych umiejętności.,Csharks,https://github.com/hajdusia/csharks,C#
https://onehundredoneblog.wordpress.com/,Rafał Michałuszek,Gra logiczno-platformowa na silniku Godot Engine,OneHundredOne,https://github.com/InfamousNinja/onehundredone,Godot Engine + Gimp 2.6
http://mcupial.pl/,Michał Cupiał,"W 2015 roku byliśmy świadkami ponad 1100 piwnych premier polskich browarów rzemieślniczych. Chciałbym stworzyć portal, który agregowałby te informacje w jednym miejscu i udostępniał dla każdego zainteresowanego tym beergeeka.",PiwNews,https://github.com/mcupial/PiwNews,"ASP.NET MVC 5, C# 6.0, Entity Framework 6, HTML5 i CSS3"
http://blog.gotowal.ski/,Bartosz Gotowalski,Próba stworzenia serwisu umożliwiającego tworzenie backendu w locie. Backend-as-a-Service.,TruBaaS,https://github.com/gotowalski/TruBaaS,.Net
http://select-iot.pl,Krzysztof Białkowski,"Raspberry pi , esp8266 ,monitorowanie ruchu, wysylanie na serwer , ladne wykresiki :)",Monitoring dom,http://github.com/smashpl,nazwa robocza
http://twitop.azurewebsites.net/,Jacek Sosnowski,Top informacji z Twittera. Ranking najpopularniejszych tematów odświeżany w czasie rzeczywistym.,TwiTop,https://github.com/jsosnowski/TwiTop,"Java, Apache Spark, Apache Kafka"
http://www.brozanski.net,Bartosz Różański,System do pomiaru zużycia prądu w moim domu oparty o platformę Raspberry Pi,Electricity Measurement System on Raspberry Pi,https://github.com/barozi/EMSoRasPi,"JavaScript, .NET (Mono"
http://arekbal.blogspot.com,Arkadiusz Bal,Scrolling Shooter Arcade Game In Three.js,Star Lust,https://github.com/arekbal/arekbal.github.io,"Three.js, TypeScript, Gulp, NodeJs"
http://wezewkodzie.blogspot.com/,Marcin Mielcarski,Gra o hakowaniu komputera w stylu amerykańskich filmów,B4B3L: The Hacking Game,https://github.com/Nicramus/b4b3l_the_hacker_game,"Python, Pygame, Linux"
http://codinghabit.pl/,Michał Kotowski,Czytnik RSS na Androida skupiający się na możliwości modyfikacji wyglądu i zachowania artykułów oraz samej aplikacji.,News Observer,https://github.com/mkotowski/news-observer,"JavaScript, TypeScript, Angular 2, Ionic 2, Cordova"
http://martanocon.com/,Marta Nocoń,Kontrola budżetu domowego przy minium wysiłku.,Budżet domowy,https://github.com/nocmar/wallet,"JavaScript (React.js, React Native"
http://pawelrzepinski.azurewebsites.net/,Paweł Rzepiński,Projekt stworzenia aplikacji na Universal Windows Platform z uwzględnieniem całego procesu od zera do opublikowania.,Aplikacja mobilna portalu BoardGameGeek.com,https://github.com/przepinski/bgguwp,"C#, XAML"
http://paweljurczynski.pl/,Paweł Jurczyński,Szybka droga do nauki dzwieków na gryfie,Nice fretboard,https://github.com/paweljurczynski/nicefretboard,"HTML5, CSS3, JavaScript, Cordova/Ionic"
http://www.pgrzesiek.pl,Przemysław Grzesiek,"System zamówień, ofertowania i sprzedaży produktów i usług",SprzedazNet,https://github.com/przemekgrz/SprzedazNet,"ASP.NET MVC, Azure"
http://krzyskowk.postach.io/,Krzysztof Krzyśków,"DYI home media center. Na początek prosta funkcja odtwarzania filmów z domowej kolekcji. Nigdy więcej wstawania z kanapy, taszczenia laptopa, kabli, myszy, klawiatur. Home media center w oparciu o .net UWP (windows 10 IoT ready - kiedy wreszcie doczekamy",SoSmartTv,https://github.com/KrzyskowK/SoSmartTv,Technologie: TV pc (raspberry PI 2 + windows 10
http://marcindrobik.pl,Marcin Drobik,"Zestaw narzędzi do pracy nad problemami nauczania maszynowego, inspirowane kursem Stanford University.",StratosphereNet,https://github.com/mandrek44/stratosphere-net,C#
http://michal.muskala.eu/,Michał Muskała,Kompilator Scheme R7RS do LLVM,llscm,https://github.com/michalmuskala/llscm,Haskell (kompilator
https://www.facebook.com/Akti-486837264835951/?ref=bookmarks,Aleksandra Pruszyńska,AKTI - first virtual reality children’s learning companion,Akti,https://github.com/AleksisPe/PAKKT.git,Android
http://lukasstankiewicz.github.io/,Łukasz Stankiewicz,Platform for better education experience,pedago.io,https://github.com/lukasstankiewicz/pedago.io,"ES6, React, Node, Redis, Docker, Electron"
http://damiankedzior.com/,Damian Kędzior,"Zarządzanie pracą zadaniową w terenie, tworzenie zleceń, podział pracy, wykonywanie zleceń i dokumentacja za pomocą aplikacji mobilnej.",LocoWork,https://github.com/DamianKedzior/locowork,".NET, c#, AZURE, Cordova, HTML5, AngularJS"
https://jporwol.wordpress.com/,Jarosław Porwoł,Run and aim. Gra w przeglądarce pozwalająca na rywalizację w nieskończonym deathmatchu na wspólnej arenie.,Raim,https://github.com/pako1337/raim,".NET, C#"
http://takiarek.com,Arkadiusz Kita,"Strona internetowa, na której społeczność ocenia dystrybucje linuksowe pod względem ich cech (np. przystępność, konfigurowalność itp.) oraz zastosowań (np. do gier, programowania itp.).",Which Linux,https://github.com/takiarek/which-linux,Ruby on Rails
https://ourtownapp.wordpress.com/,Michał Targiel,"Aplikacja mająca na celu ułatwienie stworzenia aplikacji mobilnej dla małych miast. Minimalnym nakładem pracy, mieszkańcy mogą otrzymać aplikacje do tej pory znane tylko z wielkich miast.",OurTownApp,https://github.com/mtargiel/ourtownapp.git,Xamarin
http://ggajos.com,Grzegorz Gajos,Czyszczenie projektów w przyjazny dla developera sposób. Więcej na stronie projektu.,ot-clean,https://github.com/ggajos/ot-clean,Java (cóż więcej trzeba
http://commitandrun.pl/,Dawid Kaliszewski,Framework do szybkiego tworzenia aplikacji crudowych w oparciu o ASP.NET MVC i NHibernate.,Pizza MVC,https://github.com/dwdkls/pizzamvc/,.NET
http://czesio-w-it.2ap.pl,CZe SiO,Otwarta platforma integracyjna rozwiązań inteligentnego domu. Szerszy opis wymagań i realizowanych funkcji pojawi się na blogu :),SmartHub,https://github.com/czesiu/Luma.SmartHub,.NET (m.in. ASP.NET MVC i Web API
http://kreskadev.azurewebsites.net/,Rafał Krasowski,Implementacja engine do gry.,BlackPearl,https://github.com/KreskaDev/BlackPearl,C#
https://werpuc.wordpress.com/,Weronika Puchała,program do śledzenia postępów w treningach,PlanOS,https://github.com/werpuc/PlanOS,Java
http://jsdn.pl/,Andrzej Zagórski,Gra platformowa napisana w JavaScripcie,JS Platformer,https://github.com/Greeborox/JS-platformer,"JavaScript, HTML 5 Canvas, Node.js"
http://www.marcinwojdak.pl,Marcin Wojdak,wyszukiwarka dla polskich (na razie) serwisów wideo na żądanie,VodSearcher,https://github.com/marcinwojdak/VodSearcher,"ASP.NET MVC, TDD, Entity Framework"
http://www.malachowicz.org/,Filip Małachowicz,Framework ułatwiający korzystanie z Akka.net w aplikacjach internetowych napisanych w ASP.net (MVC/WebAPI jeśli będzie możliwość to Core). Projekt ma na celu popularyzacje programowania reaktywnego w aplikacjach internetowych.,Avatar,https://github.com/Exef/Avatar,akka.net
http://bentkowski.northeurope.cloudapp.azure.com/,Jakub Bentkowski,Crossplatformowy silnik do gier 3D,Volkhvy,https://github.com/MrJaqbq/Volkhvy,"C++, OpenGL, Vulkan"
http://www.blog.exmoor.pl,Michał Masłowski,"Strona, gdzie każdy użytkownik będzie mógł dodawać swoje wpisy i zaplanowane wycieczki.",Travel Blog,https://github.com/eXMooR/nodeblog,Node.js Angular.js Mongodb
https://koniecznuda.wordpress.com/,Wojciech Kurkowski,"Celem projektu jest zbudowanie aplikacji internetowej z tablicą wpisów dotyczących rzeczy pozytywnych (zdjęć, krótkich historii). Docelowo aplikacja ma korzystać z serwisów WCF z którymi też będzie kontaktować się wersja mobilna aplikacji. Temat przewodni",TablicaUśmiechu,https://github.com/letsgoforaride/ShareGoodnessWebProject,ASP.NET MVC WCF Azure AngularJS
https://krzysztofmorcinek.wordpress.com/,Krzysztof Morcinek,simple family card game which can be played via browser and on Android and iOS (maybe with Beacons).,Simple Card Game,https://github.com/kmorcinek/SimpleCardGame,"C#, HTML5, AngularJS, (Xamarin on Android & iOS"
http://blog.roobina.pl,Dorota Przeniosło,,,https://github.com/rubina90/Unislaw,"html, css, javascript, ember.js"
http://www.arturnet.pl,Artur Smółka,Aktywne monitorowanie otoczenia. IoT + interfejs WEBowy.,CyberHome,https://github.com/Art3Ska/CyberHome,"C++, LUA, ASP .NET MVC, AngularJS, Bootstrap, RestAPI"
http://blog.waldemarbira.pl/,Waldemar Bira,API systemu rezerwacji z panelem administratora.,System rezerwacji,https://github.com/wbira/reservation-api,"Javascript, Node.js, MongoDB i inne"
http://justmypassions.pl/,Maciej Berdyszak,Zapanuj nad otaczającymi Ciebie informacjami,Hollow,https://github.com/mberdysz/hollow,"C#, Universal Apps, ASP.NET MVC, Android"
http://blog.kurpio.com/,Marcin Markiewicz,,BO,https://github.com/marcinmarkiewicz/blog,Blog Od Podszewki
http://cad.bane.pl,Cad Bane,Aplikacja na androida pozwalająca odszukać najbliższą toaletę.,AleJaMusze,https://github.com/cadbane/alejamusze,"Java, Android"
http://codestorm.pl,Krzysztof Borowczyk,W dużym skrócie: aplikacja do prowadzenia domowego budżetu. Na początek klient desktopowy z lokalną bazą danych. Jak czasu i motywacji wystarczy to może powstanie jakiś webservice + klient webowy i/lub mobile.,MoneyStorm,https://github.com/Gveir/MoneyStorm,"C#/.NET, WPF, Entity Framework, SQLite"
http://charyzmatyczny-programista.blogspot.com,Rafał Garbowski,,PomodoroFreak,https://github.com/RG9/PomodoroFreak,JavaFX
https://odzeradokoderablog.wordpress.com/,Rafał Dziedzic,Aplikacja umożliwiająca sprawdzenie swojej bystrości i zmagania się z prostymi i popularnymi zagadkami matematycznymi i nie tylko,Bystra Gra Logiczna,https://github.com/rafal-dziedzic/dajsiepoznac,JAVA
http://www.sztobar.net,Bartosz Szewczyk,"Biblioteka UI do tworzenia interaktywnych tablic w przeglądarce. Tablica nie oznacza tutaj typową tabelkę, biblioteka ma umożliwić proste stworzenie tablicy kanban czy kalendarza (coś na wzór http://fullcalendar.io/) zależnie od konfiguracji. Wykorzystani",elm-board,https://github.com/sztobar/elm-board,Język elm - statycznie typowany język transpilowany do javascriptu
http://lukasz-zborek.pl,Łukasz Zborek,"Projekt ma na celu stworzenie aplikacji na smartfony(może tez na coś więcej), dzięku której sprawdzimy rozkład jazdy busów.",Rozkład Jazdy,https://github.com/AssAssIn1909/RozkladJazdy,"Xamarin, MySQL/MSSQL, tyle na początek"
https://ismenax.wordpress.com/,ISMENA JAŃSKA,Celem projektu jest stworzenie przyjaznej dla użytkownika aplikacji pomagającej w nauce zagadnień związanych z przedmiotem Analiza matematyczna.,,https://github.com/ISMENAX/ISMENAX,Aplikacja stworzona w języku programowania C#
http://epascales.blogspot.com/,Mariusz Jaśkowiak,Aplikacja webowa do wykonywania spisu z natury przez kilku użytkowników jednocześnie.,Inwentaryzacja online,https://github.com/epascales/inventory,"Angular2, nodejs"
http://dev.kielczykowski.pl/,Łukasz Kiełczykowski,"Projekt będzie polegał na stworzeniu silnika blogowego, który jest tylko przykrywką dla głębszego poznania Reacta i Reduxa.",Reactive Blog,https://github.com/luckyluk92/reactive-blog,"Ruby on Rails, React, Readux"
http://mariuszbartosik.com,Mariusz Bartosik,Produkcja demoscenowa,Project 247,https://github.com/Lazarus247/project247,"C++, OpenGL, GLSL"
http://dragonet-therrax.blog.pl/,Karol Cichoń,Sklep internetowy,Sklep - BadBoys,https://dragonet17c.visualstudio.com/defaultcollection/_git/BadBoys%20v0.1,"C#, ASP.NET"
http://www.sgierlowski.pl,Sebastian Gierłowski,Emulator konsoli gameboy napisany w c#,Emulator Konsoli Gameboy,https://github.com/ebondust/emulatorgba.git,c#
http://moje-zagwostki.blogspot.com/,Paweł Nyczkowski,"Program który będzie pobierał dane z jednego formatu na inny. plik żródłowy będzie mógł być lokalny, zdalny, spakowany, szyfrowany, boże być tabelą w bazie tak samo plik wynikowy. Ogólnie rzecz ujmując kombajn do konwersji przydatny dla początkujących pro",NiecodziennyImporter,https://github.com/PicassoPn/NiecodziennyImporter.git,WinForms - bo dlaczego nie
http://aragornziel.blogspot.com/,Adam Zieliński,Aplikacja webowa służąca do analizy statystyk koszykarskich,BasketAnalytics,https://github.com/Aragornziel/dajsiepoznac,ASP.NET MVC
http://bartmalanczuk.github.io/,Bartłomiej Małańczuk,Klon minigry z trybu offline Chrome'a napisany w vimscripcie,Vim T-Rex Runner,https://github.com/bartmalanczuk/vim-trex-runner,vimscript
http://www.winiar.pl/blog,Marcin Winiarski,"BossEye ma być programem do zarządzania w maej firmie. Ma pozwalać na zarządznie pracownaikami, bazą danych, obiegiem papierów, rodzielaniem zadań. W swojej funkcjonalności ma taże zawierać modul dzięki któremu zautomatyzujemy pracę, oraz funkcje do napr",BossEye,https://github.com/winiardesign/BossEye,"WPF C#, możliwe że jakiś moduł powstanie w ASP.NET MVC"
http://msaldak.pl/,Mariusz Sałdak,Próba stworzenia platformy eksploracji danych z użyciem narzędzi open-source dla systemu klasy CRM.,big-crm-data-processors,https://github.com/mariusz-saldak/big-crm-data-processors,"Java, Groovy"
http://krzysztofabramowicz.com/,Krzysztof Abramowicz,Architectonic Rendering Engine,HyperVision,https://github.com/krzysztof-abramowicz/hyper-vision,"C, OpenGL"
https://zerojedynka.wordpress.com/,Damian Kryger,Ma być to klon popularnej gry minecraft wykonany w celach edukacyjnych samodzielnie z wykorzystaniem silnika Unity 3D oraz języka C#,MinecraftClone,https://github.com/jettroy/MinecraftClone,C# oraz Unity 3D
http://www.kamilhawdziejuk.wordpress.com,Kamil Hawdziejuk,"Tool do opensourcowego narzędzia Lab Of Things (http://www.lab-of-things.com) służący do wspierania pracy instalatora automatyki domowej. Tool ma składać się z systemu do definiowania stanów, wprowadzania reguł i walidacji stanu domu..",Editor for home automation,https://github.com/kamilhawdziejuk/labofthings_editor,"C#, JavaScript, JQuery, AngularJS?, Azure?"
http://paweldobrzanski.pl/blog,Paweł Dobrzański,"Znajdź swoje eventy branżowe i zapisz się na nie, a ja Ci o nich przypomnę odpowiednio wcześniej!",Eventsearch,https://github.com/padob/eventsearch,"java, spring mvc, hibernate, angular, bootstrap, quartz"
http://polak.azurewebsites.net/,Michał Polak,,LightSense,https://github.com/havranek1024/LightSense,"Arduino, AtMega, C"
https://bizon7nt.github.io,Arkadiusz Gądek,Projekt zakłada stworzenie aplikacji będącej stoperem sterowanym dźwiękiem. W ramach projektu zostanie zaimplementowany algorytm uczenia maszynowego którego zadaniem będzie nauczenie się rozpoznawania dźwięku wystrzału szampana. Aplikacja z wyuczonym algo,Turbo Szampan,https://github.com/bizon7nt/TurboSzampan,"C#, Xamarin, prawdopodobnie R"
http://foreverframe.pl,Dariusz Pawlukiewicz,Aplikacja webowa do zarządzania projektami w metodyce SCRUM,Aurora,https://github.com/GooRiOn/Aurora,"ASP.NET 5, Entity Framework 7, xUnit, NSubstitute, Aurelia.io, TypeScript, D3.js, karma.js, protractor.js"
http://bartoszzaremba.pl,Bartosz Zaremba,"Projekt ma na celu stworzenie prostej gry opartej na quizie z różnorakimi zadaniami. Podczas rozwiązywania zadań, będziemy zbierali punkty i wymieniali się zdobytymi osiągnięciami z innymi użytkownikami. Podczas tworzenia aplikacji będą ukazane plusy jak ",SelfTweak,https://github.com/artbase/bartosz-zaremba-konkurs-daj-sie-poznac,"javascript, node.js, angular, mongodb, mysql"
http://www.ankwieci.pl/,Andrzej Kwiecień,Zestaw narzędzi do tworzenia automatycznych testów (BDD + Selenium).,Does It Work ?,https://github.com/ankwieci/DoesItWork,".NET, nodejs, Gherkin(Specflow"
http://marcinkowalczyk.pl/blog/,Marcin Kowalczyk,Aplikacja webowa do tworzenia i generowania agendy dla seminariów i konferencji.,AgendaEditor,https://github.com/mkczyk/agenda-editor,"Java, Spring, AngularJS, JavaScript, jQuery, HTML, CSS, REST, API, Azure"
http://www.webatelier.io/,Karol Lamparski,GUI do tworzenia i edycji konfiguracji elementów (NodeTypes) dla stron stworzonych w Neos CMS,Node Types Builder For Neos CMS,https://github.com/klamparski/Mrf.NodeTypesBuilder,"PHP, AngularJS 2, Flow Framework, Neos CMS"
http://rutkowski.in,Jakub Rutkowski,Akwarystyczny sterownik,Tank-Control,https://github.com/JakubR/Tank-Control,C#
http://asznajder.github.io,Adam Sznajder,Narzędzie do optymalizowania kosztów wykorzystania przechowywania plików w chmurze AWS na S3.,OptimiS3r,https://github.com/asznajder/optimiS3r,"Scala, AWS"
http://www.jagielski.net,Michał Jagielski,Program do analizowania wydatków na podstawie paragonów,Prag,https://github.com/dervan/prag,Java
http://plotzwi.com,Patryk Lotzwi,System CMS,Nocturno,https://github.com/patrikulus/Nocturno,ASP.NET Core 1.0
https://netgwg.wordpress.com,Grzegorz Gwrada,W projekcie postaram się stworzyć stronę na której osoba trenująca będzie mogła umieszczać swoje treningi i sprawdzać postępy. Oczywiście postaram się stworzyć jak najbardziej rozbudowana.,Control your trenning,https://github.com/netgwg/Konkurs,asp.net mvc
http://coder-log.blogspot.com/,Michał Puła,Osobisty manager wydatków.,FinanceMng,https://github.com/pulakmpc/FinanceMng,"Android, Java"
http://dev30.pl,Dariusz Krukowski,"portal ofertowy, z możliwością dopasowania do różnych rodzajów ofert",oferto,https://github.com/kruq/oferto.git,"asp.net mongodb angular.js moq/nunit, jeśli czas pozwoli chciałbym napisać aplikację UWP"
https://chrisseroka.wordpress.com/,Krzysztof Seroka,Przeglądarka logów aplikacji w konsoli,logcmd,https://github.com/chrisseroka/logcmd,C#
http://andrzejdubaj.com,Andrzej Dubaj,IoT,Feedbacker,https://github.com/coffeina/Feedbacker,java/android + c
http://www.agatamroz.com.pl,Agata Mróz,"Aplikacja mobilna dla osób podróżujących, zwiedzających. Jednym kliknięciem 'memorize it' aplikacja zapamiętuje to miejsce, zapisuje lokalizację gps i umożliwia dodanie zdjęcia.",memorize it!,https://github.com/curryy/memorizeIt,"android, java, .net"
https://blog.luzid.co/concerto/,Tomasz Cudziło,"Projekt ma za zadanie stworzyć prototyp usługi (prawdopodobnie serwer z REST API i aplikacja mobilna) na smartphone'y, pozwalającą na kupienie biletów koncertowych na podstawie zdjęcia standardowych plakatów je reklamujących.",Concerto,https://github.com/tomasz/concerto,Java (możliwie Scala
http://nikow.pl,Mariusz Klinikowski,"na razie blog jest pusty, bo chcę napisać bloga o tym jak pisać bloga pisząc bloga (tzn będę pisał silnik do bloga i samego bloga w nim)",nlog,https://github.com/nikow/nlog,"python, django, js"
